OPPORTUNITY NUMBER,,,pos_tuple,pos,token_str,term_str,term_id
72051721RFA00003,1,0,"('The', 'DT')",DT,The,the,1324
72051721RFA00003,1,1,"('of', 'IN')",IN,of,of,944
72051721RFA00003,1,2,"('the', 'DT')",DT,the,the,1324
72051721RFA00003,1,3,"('Combating', 'NNP')",NNP,Combating,combating,256
72051721RFA00003,1,4,"('Wildlife', 'NNP')",NNP,Wildlife,wildlife,1461
72051721RFA00003,1,5,"('Trafficking', 'NNP')",NNP,Trafficking,trafficking,1360
72051721RFA00003,1,6,"('(', '(')",(,(,,0
72051721RFA00003,1,7,"('CWTA', 'NNP')",NNP,CWTA,cwta,347
72051721RFA00003,1,8,"(')', ')')",),),,0
72051721RFA00003,1,9,"('is', 'VBZ')",VBZ,is,is,766
72051721RFA00003,1,10,"('to', 'TO')",TO,to,to,1348
72051721RFA00003,1,11,"('reduce', 'VB')",VB,reduce,reduce,1109
72051721RFA00003,1,12,"('illegally', 'RB')",RB,illegally,illegally,673
72051721RFA00003,1,13,"('traded', 'VBN')",VBN,traded,traded,1358
72051721RFA00003,1,14,"('wildlife', 'NN')",NN,wildlife,wildlife,1461
72051721RFA00003,1,15,"('from', 'IN')",IN,from,from,575
72051721RFA00003,1,16,"('the', 'DT')",DT,the,the,1324
72051721RFA00003,1,17,"('wider-caribbean', 'JJ')",JJ,wider-caribbean,widercaribbean,1460
72051721RFA00003,1,18,"('region', 'NN')",NN,region,region,1123
72051721RFA00003,1,19,"('.', '.')",.,.,,0
72051721RFA00003,2,0,"('The', 'DT')",DT,The,the,1324
72051721RFA00003,2,1,"('will', 'MD')",MD,will,will,1462
72051721RFA00003,2,2,"('achieve', 'VB')",VB,achieve,achieve,49
72051721RFA00003,2,3,"('this', 'DT')",DT,this,this,1336
72051721RFA00003,2,4,"('by', 'IN')",IN,by,by,194
72051721RFA00003,2,5,"('reducing', 'VBG')",VBG,reducing,reducing,1111
72051721RFA00003,2,6,"('the', 'DT')",DT,the,the,1324
72051721RFA00003,2,7,"('illegal', 'JJ')",JJ,illegal,illegal,672
72051721RFA00003,2,8,"('collection', 'NN')",NN,collection,collection,251
72051721RFA00003,2,9,"('and', 'CC')",CC,and,and,112
72051721RFA00003,2,10,"('poaching', 'NN')",NN,poaching,poaching,1025
72051721RFA00003,2,11,"('of', 'IN')",IN,of,of,944
72051721RFA00003,2,12,"('wildlife', 'NN')",NN,wildlife,wildlife,1461
72051721RFA00003,2,13,"('for', 'IN')",IN,for,for,556
72051721RFA00003,2,14,"('international', 'JJ')",JJ,international,international,746
72051721RFA00003,2,15,"('trade', 'NN')",NN,trade,trade,1357
72051721RFA00003,2,16,"('related', 'VBN')",VBN,related,related,1129
72051721RFA00003,2,17,"('to', 'TO')",TO,to,to,1348
72051721RFA00003,2,18,"('demand', 'NN')",NN,demand,demand,367
72051721RFA00003,2,19,"('for', 'IN')",IN,for,for,556
72051721RFA00003,2,20,"('pets', 'NNS')",NNS,pets,pets,1006
72051721RFA00003,2,21,"('or', 'CC')",CC,or,or,957
72051721RFA00003,2,22,"('collections', 'NNS')",NNS,collections,collections,252
72051721RFA00003,2,23,"(',', ',')",",",",",,0
72051721RFA00003,2,24,"('food', 'NN')",NN,food,food,555
72051721RFA00003,2,25,"(',', ',')",",",",",,0
72051721RFA00003,2,26,"('medicines', 'NNS')",NNS,medicines,medicines,873
72051721RFA00003,2,27,"(',', ',')",",",",",,0
72051721RFA00003,2,28,"('jewelry', 'NN')",NN,jewelry,jewelry,773
72051721RFA00003,2,29,"('and', 'CC')",CC,and,and,112
72051721RFA00003,2,30,"('crafts', 'NNS')",NNS,crafts,crafts,327
72051721RFA00003,2,31,"('.', '.')",.,.,,0
72051721RFA00003,3,0,"('Hence', 'NNP')",NNP,Hence,hence,639
72051721RFA00003,3,1,"(',', ',')",",",",",,0
72051721RFA00003,3,2,"('strengthening', 'VBG')",VBG,strengthening,strengthening,1263
72051721RFA00003,3,3,"('efforts', 'NNS')",NNS,efforts,efforts,437
72051721RFA00003,3,4,"('to', 'TO')",TO,to,to,1348
72051721RFA00003,3,5,"('combat', 'VB')",VB,combat,combat,255
72051721RFA00003,3,6,"('wildlife', 'NN')",NN,wildlife,wildlife,1461
72051721RFA00003,3,7,"('trafficking', 'NN')",NN,trafficking,trafficking,1360
72051721RFA00003,3,8,"('(', '(')",(,(,,0
72051721RFA00003,3,9,"('CWT', 'NNP')",NNP,CWT,cwt,346
72051721RFA00003,3,10,"(')', ')')",),),,0
72051721RFA00003,3,11,"('is', 'VBZ')",VBZ,is,is,766
72051721RFA00003,3,12,"('an', 'DT')",DT,an,an,108
72051721RFA00003,3,13,"('important', 'JJ')",JJ,important,important,684
72051721RFA00003,3,14,"('component', 'NN')",NN,component,component,274
72051721RFA00003,3,15,"('of', 'IN')",IN,of,of,944
72051721RFA00003,3,16,"('this', 'DT')",DT,this,this,1336
72051721RFA00003,3,17,"('Agreement', 'NNP')",NNP,Agreement,agreement,91
72051721RFA00003,3,18,"(',', ',')",",",",",,0
72051721RFA00003,3,19,"('tying', 'VBG')",VBG,tying,tying,1380
72051721RFA00003,3,20,"('directly', 'RB')",RB,directly,directly,392
72051721RFA00003,3,21,"('to', 'TO')",TO,to,to,1348
72051721RFA00003,3,22,"('the', 'DT')",DT,the,the,1324
72051721RFA00003,3,23,"('U.S.', 'NNP')",NNP,U.S.,us,1403
72051721RFA00003,3,24,"('National', 'NNP')",NNP,National,national,911
72051721RFA00003,3,25,"('Strategy', 'NNP')",NNP,Strategy,strategy,1260
72051721RFA00003,3,26,"('for', 'IN')",IN,for,for,556
72051721RFA00003,3,27,"('Combating', 'NNP')",NNP,Combating,combating,256
72051721RFA00003,3,28,"('Wildlife', 'NNP')",NNP,Wildlife,wildlife,1461
72051721RFA00003,3,29,"('Trafficking', 'NNP')",NNP,Trafficking,trafficking,1360
72051721RFA00003,3,30,"('(', '(')",(,(,,0
72051721RFA00003,3,31,"('11', 'CD')",CD,11,11,4
72051721RFA00003,3,32,"('February', 'NNP')",NNP,February,february,533
72051721RFA00003,3,33,"('2014', 'CD')",CD,2014,2014,8
72051721RFA00003,3,34,"(')', ')')",),),,0
72051721RFA00003,3,35,"('and', 'CC')",CC,and,and,112
72051721RFA00003,3,36,"('its', 'PRP$')",PRP$,its,its,771
72051721RFA00003,3,37,"('associated', 'VBN')",VBN,associated,associated,142
72051721RFA00003,3,38,"('implementation', 'NN')",NN,implementation,implementation,681
72051721RFA00003,3,39,"('plan', 'NN')",NN,plan,plan,1015
72051721RFA00003,3,40,"('(', '(')",(,(,,0
72051721RFA00003,3,41,"('11', 'CD')",CD,11,11,4
72051721RFA00003,3,42,"('February', 'NNP')",NNP,February,february,533
72051721RFA00003,3,43,"('2015', 'CD')",CD,2015,2015,9
72051721RFA00003,3,44,"(')', ')')",),),,0
72051721RFA00003,3,45,"('.', '.')",.,.,,0
72016822RFA00003,0,0,"('The', 'DT')",DT,The,the,1324
72016822RFA00003,0,1,"('of', 'IN')",IN,of,of,944
72016822RFA00003,0,2,"('the', 'DT')",DT,the,the,1324
72016822RFA00003,0,3,"('Philanthropy', 'NNP')",NNP,Philanthropy,philanthropy,1012
72016822RFA00003,0,4,"('in', 'IN')",IN,in,in,691
72016822RFA00003,0,5,"('Action', 'NNP')",NNP,Action,action,57
72016822RFA00003,0,6,"('(', '(')",(,(,,0
72016822RFA00003,0,7,"('PA', 'NNP')",NNP,PA,pa,977
72016822RFA00003,0,8,"(')', ')')",),),,0
72016822RFA00003,0,9,"('is', 'VBZ')",VBZ,is,is,766
72016822RFA00003,0,10,"('to', 'TO')",TO,to,to,1348
72016822RFA00003,0,11,"('strengthen', 'VB')",VB,strengthen,strengthen,1261
72016822RFA00003,0,12,"('broad-based', 'JJ')",JJ,broad-based,broadbased,182
72016822RFA00003,0,13,"('participation', 'NN')",NN,participation,participation,983
72016822RFA00003,0,14,"('in', 'IN')",IN,in,in,691
72016822RFA00003,0,15,"('community', 'NN')",NN,community,community,266
72016822RFA00003,0,16,"('development', 'NN')",NN,development,development,383
72016822RFA00003,0,17,"('.', '.')",.,.,,0
72016822RFA00003,1,0,"('The', 'DT')",DT,The,the,1324
72016822RFA00003,1,1,"('of', 'IN')",IN,of,of,944
72016822RFA00003,1,2,"('the', 'DT')",DT,the,the,1324
72016822RFA00003,1,3,"('is', 'VBZ')",VBZ,is,is,766
72016822RFA00003,1,4,"('to', 'TO')",TO,to,to,1348
72016822RFA00003,1,5,"('increase', 'VB')",VB,increase,increase,699
72016822RFA00003,1,6,"('philanthropic', 'NN')",NN,philanthropic,philanthropic,1011
72016822RFA00003,1,7,"('giving', 'VBG')",VBG,giving,giving,602
72016822RFA00003,1,8,"('in', 'IN')",IN,in,in,691
72016822RFA00003,1,9,"('Bosnia', 'NNP')",NNP,Bosnia,bosnia,178
72016822RFA00003,1,10,"('and', 'CC')",CC,and,and,112
72016822RFA00003,1,11,"('Herzegovina', 'NNP')",NNP,Herzegovina,herzegovina,643
72016822RFA00003,1,12,"('.', '.')",.,.,,0
72016822RFA00003,2,0,"('Furthermore', 'RB')",RB,Furthermore,furthermore,583
72016822RFA00003,2,1,"(',', ',')",",",",",,0
72016822RFA00003,2,2,"('PA', 'NNP')",NNP,PA,pa,977
72016822RFA00003,2,3,"('will', 'MD')",MD,will,will,1462
72016822RFA00003,2,4,"('work', 'VB')",VB,work,work,1469
72016822RFA00003,2,5,"('in', 'IN')",IN,in,in,691
72016822RFA00003,2,6,"('cooperation', 'NN')",NN,cooperation,cooperation,306
72016822RFA00003,2,7,"('with', 'IN')",IN,with,with,1464
72016822RFA00003,2,8,"('other', 'JJ')",JJ,other,other,962
72016822RFA00003,2,9,"('Local', 'NNP')",NNP,Local,local,832
72016822RFA00003,2,10,"('Works', 'NNP')",NNP,Works,works,1473
72016822RFA00003,2,11,"('Activities', 'NNP')",NNP,Activities,activities,61
72016822RFA00003,2,12,"(',', ',')",",",",",,0
72016822RFA00003,2,13,"('and', 'CC')",CC,and,and,112
72016822RFA00003,2,14,"('other', 'JJ')",JJ,other,other,962
72016822RFA00003,2,15,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72016822RFA00003,2,16,"('activities', 'NNS')",NNS,activities,activities,61
72016822RFA00003,2,17,"(',', ',')",",",",",,0
72016822RFA00003,2,18,"('to', 'TO')",TO,to,to,1348
72016822RFA00003,2,19,"('strengthen', 'VB')",VB,strengthen,strengthen,1261
72016822RFA00003,2,20,"('social', 'JJ')",JJ,social,social,1229
72016822RFA00003,2,21,"('cohesion', 'NN')",NN,cohesion,cohesion,244
72016822RFA00003,2,22,"('by', 'IN')",IN,by,by,194
72016822RFA00003,2,23,"('mobilizing', 'VBG')",VBG,mobilizing,mobilizing,891
72016822RFA00003,2,24,"('and', 'CC')",CC,and,and,112
72016822RFA00003,2,25,"('empowering', 'VBG')",VBG,empowering,empowering,452
72016822RFA00003,2,26,"('connections', 'NNS')",NNS,connections,connections,284
72016822RFA00003,2,27,"('and', 'CC')",CC,and,and,112
72016822RFA00003,2,28,"('solidarity', 'NN')",NN,solidarity,solidarity,1233
72016822RFA00003,2,29,"('among', 'IN')",IN,among,among,105
72016822RFA00003,2,30,"('various', 'JJ')",JJ,various,various,1423
72016822RFA00003,2,31,"('groups', 'NNS')",NNS,groups,groups,622
72016822RFA00003,2,32,"('in', 'IN')",IN,in,in,691
72016822RFA00003,2,33,"('society', 'NN')",NN,society,society,1231
72016822RFA00003,2,34,"('.', '.')",.,.,,0
72011422RFA00003,0,0,"('This', 'DT')",DT,This,this,1336
72011422RFA00003,0,1,"('will', 'MD')",MD,will,will,1462
72011422RFA00003,0,2,"('differ', 'VB')",VB,differ,differ,387
72011422RFA00003,0,3,"('from', 'IN')",IN,from,from,575
72011422RFA00003,0,4,"('previous', 'JJ')",JJ,previous,previous,1059
72011422RFA00003,0,5,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72011422RFA00003,0,6,"('investments', 'NNS')",NNS,investments,investments,757
72011422RFA00003,0,7,"('in', 'IN')",IN,in,in,691
72011422RFA00003,0,8,"('media', 'NNS')",NNS,media,media,872
72011422RFA00003,0,9,"('in', 'IN')",IN,in,in,691
72011422RFA00003,0,10,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,0,11,"('following', 'JJ')",JJ,following,following,554
72011422RFA00003,0,12,"('ways', 'NNS')",NNS,ways,ways,1445
72011422RFA00003,0,13,"(':', ':')",:,:,,0
72011422RFA00003,0,14,"('Preserving', 'VBG')",VBG,Preserving,preserving,1053
72011422RFA00003,0,15,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,0,16,"('space', 'NN')",NN,space,space,1238
72011422RFA00003,0,17,"('for', 'IN')",IN,for,for,556
72011422RFA00003,0,18,"('independent', 'JJ')",JJ,independent,independent,704
72011422RFA00003,0,19,"('journalism', 'NN')",NN,journalism,journalism,777
72011422RFA00003,0,20,"(',', ',')",",",",",,0
72011422RFA00003,0,21,"('media', 'NNS')",NNS,media,media,872
72011422RFA00003,0,22,"('freedom', 'NN')",NN,freedom,freedom,574
72011422RFA00003,0,23,"(',', ',')",",",",",,0
72011422RFA00003,0,24,"('and', 'CC')",CC,and,and,112
72011422RFA00003,0,25,"('journalist', 'NN')",NN,journalist,journalist,778
72011422RFA00003,0,26,"('safety', 'NN')",NN,safety,safety,1176
72011422RFA00003,0,27,"(':', ':')",:,:,,0
72011422RFA00003,0,28,"('As', 'IN')",IN,As,as,138
72011422RFA00003,0,29,"('indicators', 'NNS')",NNS,indicators,indicators,707
72011422RFA00003,0,30,"('for', 'IN')",IN,for,for,556
72011422RFA00003,0,31,"('media', 'NNS')",NNS,media,media,872
72011422RFA00003,0,32,"('freedom', 'NN')",NN,freedom,freedom,574
72011422RFA00003,0,33,"('in', 'IN')",IN,in,in,691
72011422RFA00003,0,34,"('Georgia', 'NNP')",NNP,Georgia,georgia,597
72011422RFA00003,0,35,"('are', 'VBP')",VBP,are,are,130
72011422RFA00003,0,36,"('in', 'IN')",IN,in,in,691
72011422RFA00003,0,37,"('decline', 'NN')",NN,decline,decline,357
72011422RFA00003,0,38,"(',', ',')",",",",",,0
72011422RFA00003,0,39,"('this', 'DT')",DT,this,this,1336
72011422RFA00003,0,40,"('will', 'MD')",MD,will,will,1462
72011422RFA00003,0,41,"('preserve', 'VB')",VB,preserve,preserve,1051
72011422RFA00003,0,42,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,0,43,"('enabling', 'NN')",NN,enabling,enabling,454
72011422RFA00003,0,44,"('environment', 'NN')",NN,environment,environment,475
72011422RFA00003,0,45,"('for', 'IN')",IN,for,for,556
72011422RFA00003,0,46,"('media', 'NNS')",NNS,media,media,872
72011422RFA00003,0,47,"('and', 'CC')",CC,and,and,112
72011422RFA00003,0,48,"('freedom', 'NN')",NN,freedom,freedom,574
72011422RFA00003,0,49,"('of', 'IN')",IN,of,of,944
72011422RFA00003,0,50,"('expression', 'NN')",NN,expression,expression,518
72011422RFA00003,0,51,"(',', ',')",",",",",,0
72011422RFA00003,0,52,"('maintaining', 'VBG')",VBG,maintaining,maintaining,841
72011422RFA00003,0,53,"('hard-won', 'JJ')",JJ,hard-won,hardwon,629
72011422RFA00003,0,54,"('gains', 'NNS')",NNS,gains,gains,587
72011422RFA00003,0,55,"('by', 'IN')",IN,by,by,194
72011422RFA00003,0,56,"('democratic', 'JJ')",JJ,democratic,democratic,370
72011422RFA00003,0,57,"('actors', 'NNS')",NNS,actors,actors,62
72011422RFA00003,0,58,"(',', ',')",",",",",,0
72011422RFA00003,0,59,"('and', 'CC')",CC,and,and,112
72011422RFA00003,0,60,"('improving', 'VBG')",VBG,improving,improving,690
72011422RFA00003,0,61,"('upon', 'IN')",IN,upon,upon,1400
72011422RFA00003,0,62,"('them', 'PRP')",PRP,them,them,1327
72011422RFA00003,0,63,"('where', 'WRB')",WRB,where,where,1454
72011422RFA00003,0,64,"('possible', 'JJ')",JJ,possible,possible,1035
72011422RFA00003,0,65,"('.', '.')",.,.,,0
72011422RFA00003,1,0,"('Given', 'VBN')",VBN,Given,given,601
72011422RFA00003,1,1,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,1,2,"('current', 'JJ')",JJ,current,current,343
72011422RFA00003,1,3,"('state', 'NN')",NN,state,state,1253
72011422RFA00003,1,4,"('of', 'IN')",IN,of,of,944
72011422RFA00003,1,5,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,1,6,"('sector', 'NN')",NN,sector,sector,1191
72011422RFA00003,1,7,"('in', 'IN')",IN,in,in,691
72011422RFA00003,1,8,"('Georgia', 'NNP')",NNP,Georgia,georgia,597
72011422RFA00003,1,9,"('–', 'NNP')",NNP,–,,0
72011422RFA00003,1,10,"('specifically', 'RB')",RB,specifically,specifically,1242
72011422RFA00003,1,11,"(',', ',')",",",",",,0
72011422RFA00003,1,12,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,1,13,"('threats', 'NNS')",NNS,threats,threats,1341
72011422RFA00003,1,14,"('to', 'TO')",TO,to,to,1348
72011422RFA00003,1,15,"('journalists', 'NNS')",NNS,journalists,journalists,779
72011422RFA00003,1,16,"('and', 'CC')",CC,and,and,112
72011422RFA00003,1,17,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,1,18,"('quality', 'NN')",NN,quality,quality,1093
72011422RFA00003,1,19,"('of', 'IN')",IN,of,of,944
72011422RFA00003,1,20,"('journalism', 'NN')",NN,journalism,journalism,777
72011422RFA00003,1,21,"(',', ',')",",",",",,0
72011422RFA00003,1,22,"('backsliding', 'VBG')",VBG,backsliding,backsliding,155
72011422RFA00003,1,23,"('in', 'IN')",IN,in,in,691
72011422RFA00003,1,24,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,1,25,"('enabling', 'NN')",NN,enabling,enabling,454
72011422RFA00003,1,26,"('environment', 'NN')",NN,environment,environment,475
72011422RFA00003,1,27,"(',', ',')",",",",",,0
72011422RFA00003,1,28,"('and', 'CC')",CC,and,and,112
72011422RFA00003,1,29,"('diminished', 'VBD')",VBD,diminished,diminished,390
72011422RFA00003,1,30,"('adherence', 'NN')",NN,adherence,adherence,72
72011422RFA00003,1,31,"('to', 'TO')",TO,to,to,1348
72011422RFA00003,1,32,"('professional', 'JJ')",JJ,professional,professional,1069
72011422RFA00003,1,33,"('standards', 'NNS')",NNS,standards,standards,1250
72011422RFA00003,1,34,"('–', 'NNP')",NNP,–,,0
72011422RFA00003,1,35,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72011422RFA00003,1,36,"('expects', 'VBZ')",VBZ,expects,expects,511
72011422RFA00003,1,37,"('a', 'DT')",DT,a,a,25
72011422RFA00003,1,38,"('high', 'JJ')",JJ,high,high,645
72011422RFA00003,1,39,"('level', 'NN')",NN,level,level,810
72011422RFA00003,1,40,"('of', 'IN')",IN,of,of,944
72011422RFA00003,1,41,"('effort', 'NN')",NN,effort,effort,436
72011422RFA00003,1,42,"('on', 'IN')",IN,on,on,947
72011422RFA00003,1,43,"('s', 'JJ')",JJ,s,s,1173
72011422RFA00003,1,44,"('1', 'CD')",CD,1,1,1
72011422RFA00003,1,45,"('and', 'CC')",CC,and,and,112
72011422RFA00003,1,46,"('2', 'CD')",CD,2,2,6
72011422RFA00003,1,47,"('.', '.')",.,.,,0
72011422RFA00003,2,0,"('The', 'DT')",DT,The,the,1324
72011422RFA00003,2,1,"('will', 'MD')",MD,will,will,1462
72011422RFA00003,2,2,"('work', 'VB')",VB,work,work,1469
72011422RFA00003,2,3,"('through', 'IN')",IN,through,through,1343
72011422RFA00003,2,4,"('existing', 'VBG')",VBG,existing,existing,507
72011422RFA00003,2,5,"('organizations', 'NNS')",NNS,organizations,organizations,961
72011422RFA00003,2,6,"(',', ',')",",",",",,0
72011422RFA00003,2,7,"('institutions', 'NNS')",NNS,institutions,institutions,728
72011422RFA00003,2,8,"(',', ',')",",",",",,0
72011422RFA00003,2,9,"('and/or', 'JJ')",JJ,and/or,andor,113
72011422RFA00003,2,10,"('coalitions', 'NNS')",NNS,coalitions,coalitions,240
72011422RFA00003,2,11,"('to', 'TO')",TO,to,to,1348
72011422RFA00003,2,12,"('address', 'VB')",VB,address,address,68
72011422RFA00003,2,13,"('gaps', 'NNS')",NNS,gaps,gaps,589
72011422RFA00003,2,14,"('in', 'IN')",IN,in,in,691
72011422RFA00003,2,15,"('the', 'DT')",DT,the,the,1324
72011422RFA00003,2,16,"('existing', 'VBG')",VBG,existing,existing,507
72011422RFA00003,2,17,"('system', 'NN')",NN,system,system,1303
72011422RFA00003,2,18,"('to', 'TO')",TO,to,to,1348
72011422RFA00003,2,19,"('achieve', 'VB')",VB,achieve,achieve,49
72011422RFA00003,2,20,"('s', 'NN')",NN,s,s,1173
72011422RFA00003,2,21,"('.', '.')",.,.,,0
72066922RFA00001,0,0,"('The', 'DT')",DT,The,the,1324
72066922RFA00001,0,1,"('of', 'IN')",IN,of,of,944
72066922RFA00001,0,2,"('the', 'DT')",DT,the,the,1324
72066922RFA00001,0,3,"('County', 'NNP')",NNP,County,county,321
72066922RFA00001,0,4,"('Sanitation', 'NNP')",NNP,Sanitation,sanitation,1180
72066922RFA00001,0,5,"('is', 'VBZ')",VBZ,is,is,766
72066922RFA00001,0,6,"('to', 'TO')",TO,to,to,1348
72066922RFA00001,0,7,"('sustainably', 'RB')",RB,sustainably,sustainably,1299
72066922RFA00001,0,8,"('eliminate', 'VB')",VB,eliminate,eliminate,441
72066922RFA00001,0,9,"('open', 'JJ')",JJ,open,open,950
72066922RFA00001,0,10,"('defecation', 'NN')",NN,defecation,defecation,359
72066922RFA00001,0,11,"('in', 'IN')",IN,in,in,691
72066922RFA00001,0,12,"('five', 'CD')",CD,five,five,549
72066922RFA00001,0,13,"('counties', 'NNS')",NNS,counties,counties,319
72066922RFA00001,0,14,"('(', '(')",(,(,,0
72066922RFA00001,0,15,"('Montserrado', 'NNP')",NNP,Montserrado,montserrado,899
72066922RFA00001,0,16,"(',', ',')",",",",",,0
72066922RFA00001,0,17,"('Bong', 'NNP')",NNP,Bong,bong,177
72066922RFA00001,0,18,"(',', ',')",",",",",,0
72066922RFA00001,0,19,"('Nimba', 'NNP')",NNP,Nimba,nimba,927
72066922RFA00001,0,20,"(',', ',')",",",",",,0
72066922RFA00001,0,21,"('Lofa', 'NNP')",NNP,Lofa,lofa,835
72066922RFA00001,0,22,"(',', ',')",",",",",,0
72066922RFA00001,0,23,"('and', 'CC')",CC,and,and,112
72066922RFA00001,0,24,"('Grand', 'NNP')",NNP,Grand,grand,615
72066922RFA00001,0,25,"('Bassa', 'NNP')",NNP,Bassa,bassa,161
72066922RFA00001,0,26,"(')', ')')",),),,0
72066922RFA00001,0,27,"(',', ',')",",",",",,0
72066922RFA00001,0,28,"('moving', 'VBG')",VBG,moving,moving,907
72066922RFA00001,0,29,"('everyone', 'NN')",NN,everyone,everyone,498
72066922RFA00001,0,30,"('in', 'IN')",IN,in,in,691
72066922RFA00001,0,31,"('those', 'DT')",DT,those,those,1337
72066922RFA00001,0,32,"('counties', 'NNS')",NNS,counties,counties,319
72066922RFA00001,0,33,"('who', 'WP')",WP,who,who,1457
72066922RFA00001,0,34,"('currently', 'RB')",RB,currently,currently,344
72066922RFA00001,0,35,"('practices', 'NNS')",NNS,practices,practices,1042
72066922RFA00001,0,36,"('open', 'JJ')",JJ,open,open,950
72066922RFA00001,0,37,"('defecation', 'NN')",NN,defecation,defecation,359
72066922RFA00001,0,38,"('to', 'TO')",TO,to,to,1348
72066922RFA00001,0,39,"('at', 'IN')",IN,at,at,144
72066922RFA00001,0,40,"('least', 'JJS')",JJS,least,least,803
72066922RFA00001,0,41,"('a', 'DT')",DT,a,a,25
72066922RFA00001,0,42,"('basic', 'JJ')",JJ,basic,basic,160
72066922RFA00001,0,43,"('level', 'NN')",NN,level,level,810
72066922RFA00001,0,44,"('of', 'IN')",IN,of,of,944
72066922RFA00001,0,45,"('sanitation', 'NN')",NN,sanitation,sanitation,1180
72066922RFA00001,0,46,"('.', '.')",.,.,,0
72066922RFA00001,1,0,"('These', 'DT')",DT,These,these,1333
72066922RFA00001,1,1,"('five', 'CD')",CD,five,five,549
72066922RFA00001,1,2,"('counties', 'NNS')",NNS,counties,counties,319
72066922RFA00001,1,3,"('represent', 'VBP')",VBP,represent,represent,1137
72066922RFA00001,1,4,"('approximately', 'RB')",RB,approximately,approximately,126
72066922RFA00001,1,5,"('61', 'CD')",CD,61,61,22
72066922RFA00001,1,6,"('%', 'NN')",NN,%,,0
72066922RFA00001,1,7,"('of', 'IN')",IN,of,of,944
72066922RFA00001,1,8,"('all', 'PDT')",PDT,all,all,98
72066922RFA00001,1,9,"('the', 'DT')",DT,the,the,1324
72066922RFA00001,1,10,"('people', 'NNS')",NNS,people,people,999
72066922RFA00001,1,11,"('in', 'IN')",IN,in,in,691
72066922RFA00001,1,12,"('Liberia', 'NNP')",NNP,Liberia,liberia,814
72066922RFA00001,1,13,"('who', 'WP')",WP,who,who,1457
72066922RFA00001,1,14,"('currently', 'RB')",RB,currently,currently,344
72066922RFA00001,1,15,"('practice', 'NN')",NN,practice,practice,1041
72066922RFA00001,1,16,"('open', 'JJ')",JJ,open,open,950
72066922RFA00001,1,17,"('defecation', 'NN')",NN,defecation,defecation,359
72066922RFA00001,1,18,"('.', '.')",.,.,,0
72066922RFA00001,2,0,"('A', 'DT')",DT,A,a,25
72066922RFA00001,2,1,"('comprehensive', 'JJ')",JJ,comprehensive,comprehensive,275
72066922RFA00001,2,2,"('countywide', 'NN')",NN,countywide,countywide,322
72066922RFA00001,2,3,"('should', 'MD')",MD,should,should,1213
72066922RFA00001,2,4,"('be', 'VB')",VB,be,be,162
72066922RFA00001,2,5,"('used', 'VBN')",VBN,used,used,1416
72066922RFA00001,2,6,"('to', 'TO')",TO,to,to,1348
72066922RFA00001,2,7,"('eliminate', 'VB')",VB,eliminate,eliminate,441
72066922RFA00001,2,8,"('open', 'JJ')",JJ,open,open,950
72066922RFA00001,2,9,"('defecation', 'NN')",NN,defecation,defecation,359
72066922RFA00001,2,10,"('in', 'IN')",IN,in,in,691
72066922RFA00001,2,11,"('both', 'DT')",DT,both,both,179
72066922RFA00001,2,12,"('rural', 'JJ')",JJ,rural,rural,1171
72066922RFA00001,2,13,"('and', 'CC')",CC,and,and,112
72066922RFA00001,2,14,"('urban', 'JJ')",JJ,urban,urban,1402
72066922RFA00001,2,15,"('areas', 'NNS')",NNS,areas,areas,131
72066922RFA00001,2,16,"('.', '.')",.,.,,0
72027821RFA00007,0,0,"('USAID/Jordan', 'NNP')",NNP,USAID/Jordan,usaidjordan,1407
72027821RFA00007,0,1,"('seeks', 'VBZ')",VBZ,seeks,seeks,1199
72027821RFA00007,0,2,"('transformative', 'JJ')",JJ,transformative,transformative,1366
72027821RFA00007,0,3,"('change', 'NN')",NN,change,change,219
72027821RFA00007,0,4,"('to', 'TO')",TO,to,to,1348
72027821RFA00007,0,5,"('advance', 'VB')",VB,advance,advance,75
72027821RFA00007,0,6,"('women', 'NNS')",NNS,women,women,1467
72027821RFA00007,0,7,"('’', 'NNP')",NNP,’,,0
72027821RFA00007,0,8,"('s', 'NN')",NN,s,s,1173
72027821RFA00007,0,9,"('empowerment', 'NN')",NN,empowerment,empowerment,453
72027821RFA00007,0,10,"('throughout', 'IN')",IN,throughout,throughout,1344
72027821RFA00007,0,11,"('the', 'DT')",DT,the,the,1324
72027821RFA00007,0,12,"('country', 'NN')",NN,country,country,320
72027821RFA00007,0,13,"('.', '.')",.,.,,0
72027821RFA00007,1,0,"('The', 'DT')",DT,The,the,1324
72027821RFA00007,1,1,"('desired', 'JJ')",JJ,desired,desired,377
72027821RFA00007,1,2,"('end', 'NN')",NN,end,end,458
